Ward,Division,Address,latitude,longitude,Name,Building Accessibility,Parking Accessibility
32.0,31.0,3017 W OXFORD ST,39.9811276670621,-75.1846099334629,THE SARTAIN APTS,M,N
33.0,1.0,901 E CAYUGA ST,40.0151694966487,-75.1090956575445,RESTAURANT,M,H
33.0,2.0,J & CAYUGA STS,40.0143831600663,-75.1054512373299,FERKO RECREATION CENTER,B,L
33.0,3.0,HOWLAND & CAYUGA STS,40.0139580548703,-75.1022105813901,JUNIATA YOUTH CLUB,M,L
33.0,4.0,HOWLAND & CAYUGA STS,40.0139580548703,-75.1022105813901,JUNIATA YOUTH CLUB,M,L
33.0,5.0,CASTOR AVE & CAYUGA ST,40.0133259985346,-75.0974316132575,PICCOLI RECREATION CENTER,M,L
33.0,6.0,CASTOR AVE & CAYUGA ST,40.0133259985346,-75.0974316132575,PICCOLI RECREATION CENTER,M,L
33.0,7.0,1500 E HUNTING PARK AVE,40.0095768752883,-75.0967808466574,WATER DEPT LABORATORY,N,L
33.0,8.0,1500 E HUNTING PARK AVE,40.0095768752883,-75.0967808466574,WATER DEPT LABORATORY,N,L
33.0,9.0,L & LUZERNE STS,40.0077210273711,-75.1028351844905,HOPKINSON LITTLE SCHOOL HOUSE,M,L
33.0,10.0,L & LUZERNE STS,40.0077210273711,-75.1028351844905,HOPKINSON LITTLE SCHOOL HOUSE,M,L
33.0,11.0,J ST & ERIE AVE,40.0054726975268,-75.10735290968,J STREET CAFE DINING ROOM,M,N
33.0,12.0,J ST & ERIE AVE,40.0054726975268,-75.10735290968,J STREET CAFE DINING ROOM,M,N
33.0,13.0,L & LUZERNE STS,40.0077210273711,-75.1028351844905,HOPKINSON LITTLE SCHOOL HOUSE,M,L
33.0,14.0,L & SEDGELY STS,,,JUNIATA PARK OLDER ADULT CTR,F,L
33.0,15.0,H & TIOGA STS,40.0010927521306,-75.1122709826701,P A L CENTER,M,L
33.0,16.0,J & TIOGA STS,40.0005812223666,-75.108387526355,SCANLON RECREATION CENTER,F,N
33.0,17.0,ELKHART & HELEN STS,39.992867541839,-75.115286035509,WILLARD SCHOOL,M,N
33.0,18.0,ELKHART & HELEN STS,39.992867541839,-75.115286035509,WILLARD SCHOOL,M,N
33.0,19.0,H & TIOGA STS,40.0010927521306,-75.1122709826701,P A L CENTER,M,L
33.0,20.0,J & TIOGA STS,40.0005812223666,-75.108387526355,SCANLON RECREATION CENTER,F,N
33.0,21.0,H & TIOGA STS,40.0010927521306,-75.1122709826701,HARROWGATE PAL CENTER,M,L
33.0,22.0,H & TIOGA STS,40.0010927521306,-75.1122709826701,P A L CENTER,M,L
33.0,23.0,J & TIOGA STS,40.0005812223666,-75.108387526355,SCANLON RECREATION CENTER,F,N
33.0,24.0,J & TIOGA STS,40.0005812223666,-75.108387526355,SCANLON RECREATION CENTER,F,N
34.0,1.0,6122 MARKET ST,39.9620724903044,-75.2436875496733,BARBER SHOP,M,N
34.0,2.0,201 N 61ST ST,39.9653817751544,-75.2418059401711,DAYCARE CENTER,M,N
34.0,3.0,59TH & RACE STS,39.9648118606725,-75.2381370276923,BARRY SCHOOL,M,N
34.0,4.0,6131 VINE ST,39.9671505864284,-75.242822069371,STOREFRONT,M,N
34.0,5.0,520 N 61ST ST,39.9705215839935,-75.2413770181865,BETTERWAY BIBLE CHURCH,M,N
34.0,6.0,61ST & THOMPSON STS,39.9713544881671,-75.2409882533443,FIRE ENGINE CO # 41,F,L
34.0,7.0,1401 N 60TH ST,39.9731205334834,-75.2394142316221,CALVIN PRESBYTERIAN CHURCH,B,N
34.0,8.0,60TH & COLUMBIA AVE,39.981231035367,-75.2412283565567,TUSTIN RECREATION CENTER,F,N
34.0,9.0,520 N 61ST ST,39.9705215839935,-75.2413770181865,BETTERWAY BIBLE CHURCH,M,N
34.0,10.0,6130 LANSDOWNE AVE,39.9754321387791,-75.2428983261978,MANNA OUTREACH WORSHIP CENTER,F,N
34.0,11.0,6130 LANSDOWNE AVE,39.9754321387791,-75.2428983261978,MANNA OUTREACH WORSHIP CTR,F,N
34.0,12.0,61ST & JEFFERSON STS,39.9787131746252,-75.2423559534493,SIMPSON-FLETCHER METH CHURCH,A,L
34.0,13.0,636 N 66TH ST,39.9731401457587,-75.2521420203683,HARAMBEE INSTITUTE,M,N
34.0,14.0,1100 N 63RD ST,39.9808854944774,-75.2470200741987,KIMBLE FUNERAL HOME,F,L
34.0,15.0,6150 W OXFORD ST,39.9794626242201,-75.2449913502695,MONTE VISTA APTS,F,L
34.0,16.0,65TH & GIRARD AVE,39.9708588414425,-75.2491774950286,HADDINGTON LIBRARY,A,N
34.0,17.0,65TH & CALLOWHILL STS,39.969334608049,-75.2494961966268,GRANAHAN RECREATION CENTER,R,L
34.0,18.0,636 N 66TH ST,39.9731401457587,-75.2521420203683,HARAMBEE INSTITUTE,M,N
34.0,19.0,636 N 66TH ST,39.9731401457587,-75.2521420203683,HARAMBEE INSTITUTE,M,N
34.0,20.0,68TH & LANSDOWNE AVE,39.9742617059426,-75.2551969137889,PAPA RECREATION CENTER,M,L
34.0,21.0,68TH & LANSDOWNE AVE,39.9742617059426,-75.2551969137889,PAPA RECREATION CENTER,M,L
34.0,22.0,6524 LEBANON AVENUE,39.9774561635773,-75.250958814447,STOREFRONT			M N,,
34.0,23.0,6376 CITY AVE,39.9885191736039,-75.2532864924246,OVERBROOK PRESBYTERIAN CHURCH,A,L
34.0,24.0,1101 N 63RD ST,39.9849911002726,-75.2577466280345,LIBERTY TOWERS APTS,A,L
34.0,25.0,63RD & LANCASTER AVE,39.9850541303828,-75.2473707563566,FIRE ENGINE CO # 54,M,N
34.0,26.0,65TH & GIRARD AVE,39.9708588414425,-75.2491774950286,HADDINGTON LIBRARY,A,N
34.0,27.0,1625 N 76TH ST,39.9749455803388,-75.2678012932389,LAMBERTON LITTLE SCHOOLHOUSE,F,L
34.0,28.0,65TH & CALLOWHILL STS,39.969334608049,-75.2494961966268,GRANAHAN RECREATION CENTER,R,L
34.0,29.0,1625 N 76TH ST,39.9749455803388,-75.2678012932389,LAMBERTON LITTLE SCHOOLHOUSE,F,L
34.0,30.0,7630 WOODBINE AVE,39.9738882263918,-75.2683946906982,OVERBROOK PARK CHURCH CHRIST,A,N
34.0,31.0,7711 OVERBROOK AVE,39.9769577154985,-75.2730622150329,GARAGE,M,N
34.0,32.0,HAVERFORD & WOODBINE AVES,39.9763634647712,-75.2640722096819,OVERBROOK LIBRARY,F,L
34.0,33.0,1100 N 63RD ST,39.9808854944774,-75.2470200741987,KIMBLE FUNERAL HOME,F,L
34.0,34.0,7060 CITY AVE,39.9821903306206,-75.2639681556722,RESIDENCE,F,L
34.0,35.0,1660 N 62ND ST,39.9768868396178,-75.2441189820499,TRUE IMAGE SALON,M,N
34.0,36.0,6135 MARKET ST,39.9625931954268,-75.2438896091934,COMMUNITY SERVICE CENTER,N,N
34.0,37.0,HAVERFORD & WOODBINE AVES,39.9763634647712,-75.2640722096819,OVERBROOK LIBRARY,F,L
34.0,38.0,67 N 63RD ST,39.9641331823812,-75.2461240575148,PHILA CHILD SCHOLARS,R,N
34.0,39.0,HAVERFORD & WOODBINE AVES,39.9763634647712,-75.2640722096819,OVERBROOK LIBRARY,F,L
34.0,40.0,1625 N 76TH ST,39.9749455803388,-75.2678012932389,LAMBERTON LITTLE SCHOOLHOUSE,F,L
34.0,41.0,HAVERFORD & WOODBINE AVES,39.9763634647712,-75.2640722096819,OVERBROOK LIBRARY,F,L
34.0,42.0,6143 LANSDOWNE AVE,39.9757827596619,-75.2433601349441,CHURCH,M,L
35.0,1.0,7236 RISING SUN AVE,40.0605799395088,-75.0851714460903,STORE,M,L
35.0,2.0,603 LONGSHORE AVE,40.054622317153,-75.0877501227119,TRINITY CHURCH OXFORD/BUCHANAN,R,L
35.0,3.0,603 LONGSHORE AVE,40.054622317153,-75.0877501227119,TRINITY CHURCH OXFORD/BUCHANAN,R,L
35.0,4.0,6545 RISING SUN AVE,40.0517560237749,-75.093477821062,BETHANY UNITED CHURCH,M,N
35.0,5.0,6500 TABOR AVE,40.0486376588276,-75.0898644489053,PHILA PROTESTANT HOME,F,L
35.0,6.0,6200 RISING SUN AVE,40.0477571032219,-75.0979858324741,ST WILLIAMS MEMORIAL HALL,F,L
35.0,7.0,6200 RISING SUN AVE,40.0477571032219,-75.0979858324741,ST WILLIAMS MEMORIAL HALL,F,L
35.0,8.0,6200 RISING SUN AVE,40.0477571032219,-75.0979858324741,ST WILLIAMS MEMORIAL HALL,F,L
35.0,9.0,6000 RISING SUN AVE,40.0466405603107,-75.1016100677196,LAWNCREST LIBRARY,R,N
35.0,10.0,RISING SUN AVE & COMLY ST,40.0450397041786,-75.1011069999158,LAWNCREST RECREATION CENTER,F,H
35.0,11.0,RISING SUN AVE & COMLY ST,40.0450397041786,-75.1011069999158,LAWNCREST RECREATION CENTER,F,H
35.0,12.0,6000 RISING SUN AVE,40.0466405603107,-75.1016100677196,LAWNCREST LIBRARY,R,N
35.0,13.0,6001 COLGATE ST,40.0446431687007,-75.0999085049648,PRINCE OF PEACE CHURCH,M,L
35.0,14.0,6150 ALGON AVE,40.0411411835215,-75.0882048614695,OXFORD VILLAGE HOMES,F,L
35.0,15.0,1267 E CHELTENHAM AVE,40.0328889017104,-75.0864339824082,GLADING PRESBYTERIAN CHURCH,F,N
35.0,16.0,LANGDON & SANGER STS,40.0343242051074,-75.0922708881323,NEW FELS HIGH SCHOOL,F,H
35.0,17.0,LANGDON & SANGER STS,40.0343242051074,-75.0922708881323,NEW FELS HIGH SCHOOL,F,H
35.0,18.0,RISING SUN & CHELTENHAM AV,40.0429010328649,-75.1043335611186,ES    FRANKLIN SCHOOL,M,L
35.0,19.0,RISING SUN & CHELTENHAM AV,40.0429010328649,-75.1043335611186,ES    FRANKLIN SCHOOL,M,L
35.0,20.0,RISING SUN & CHELTENHAM AV,40.0429010328649,-75.1043335611186,ES    FRANKLIN SCHOOL,M,L
35.0,21.0,RISING SUN & CHELTENHAM AV,40.0429010328649,-75.1043335611186,ES    FRANKLIN SCHOOL,M,L
35.0,22.0,LANGDON & SANGER STS,40.0343242051074,-75.0922708881323,NEW FELS HIGH SCHOOL,F,H
35.0,23.0,SUMMERDALE & GODFREY AVES,40.0307055849442,-75.0932052511177,HOUSEMAN RECREATION CENTER,F,L
35.0,24.0,SUMMERDALE & GODFREY,40.0307055849442,-75.0932052511177,HOUSEMAN RECREATION CENTER,F,L
35.0,25.0,RISING SUN AVE & COMLY ST,40.0450397041786,-75.1011069999158,LAWNCREST RECREATION CENTER,F,H
35.0,26.0,SUMMERDALE & GODFREY AVES,40.0307055849442,-75.0932052511177,HOUSEMAN RECREATION CENTER,F,L
35.0,27.0,TABOR RD & FOULKROD ST,40.0341017738117,-75.1059361671492,UNIVERSAL CREIGHTON LSH,M,N
35.0,28.0,5577 N HILLCREEK DRIVE,40.0379189356541,-75.1105430346834,HILL CREEK COMM CTR BLDG 10,M,L
35.0,29.0,TABOR RD & FOULKROD ST,40.0341017738117,-75.1059361671492,UNIVERSAL CREIGHTON LSH,M,L
35.0,30.0,TABOR RD & FOULKROD ST,40.0341017738117,-75.1059361671492,UNIVERSAL CREIGHTON LSH,M,L
35.0,31.0,RISING SUN & CHELTENHAM AV,40.0429010328649,-75.1043335611186,ES    FRANKLIN SCHOOL,M,L
35.0,32.0,6500 TABOR AVE,40.0486376588276,-75.0898644489053,PHILA PROTESTANT HOME,F,L
36.0,1.0,19TH & ELLSWORTH STS,39.9378540043476,-75.1749515147582,CHEW RECREATION CENTER,R,L
36.0,2.0,1814 WHARTON ST,39.9348319826377,-75.1744920042106,ST BARNABAS CHURCH,M,N
36.0,3.0,20TH & FEDERAL STS,39.9372842449441,-75.1767278766632,FIRE ENGINE CO # 24,F,L
36.0,4.0,23RD & REED STS,39.9348244848635,-75.1825455904082,WHARTON SQUARE REC CENTER,F,N
36.0,5.0,1219 S 21ST ST,39.9369825754427,-75.1785417752445,ST PAUL CHAPEL BAPTIST CHURCH,M,N
36.0,6.0,22ND & FEDERAL STS,39.9378629305213,-75.1801878614776,QUEEN MEMORIAL LIBRARY,F,L
36.0,7.0,23RD & REED STS,39.9348244848635,-75.1825455904082,WHARTON SQUARE REC CENTER,F,N
36.0,8.0,1410 S 20TH ST,39.9339847531364,-75.1777348007277,MITCHUM WILSON FUNERAL HOME,M,N
36.0,9.0,1814 WHARTON ST,39.9348319826377,-75.1744920042106,ST BARNABAS CHURCH,M,N
36.0,10.0,1410 S 20TH ST,39.9339847531364,-75.1777348007277,MITCHUM WILSON FUNERAL HOME,M,N
36.0,11.0,1700 FERNON ST,39.9304060652028,-75.1741745685025,ST THOMAS AQUINAS DAYCARE,M,N
36.0,12.0,2100 DICKINSON ST,39.9331130219126,-75.1797655286316,POINT BREEZE COURT (PHA),F,N
36.0,13.0,22ND & MC CLELLAN STS,39.9292914539029,-75.1820403188064,MC DANIEL SCHOOL,F,N
36.0,14.0,28TH & DICKINSON STS,39.9346518782308,-75.1909895545148,BARRETT NABUURS CENTER,A,N
36.0,15.0,22ND & MC CLELLAN STS,39.9292914539029,-75.1820403188064,MC DANIEL SCHOOL,F,N
36.0,16.0,2100 DICKINSON ST,39.9331130219126,-75.1797655286316,POINT BREEZE COURT (PHA),F,N
36.0,17.0,23RD & REED STS,39.9348244848635,-75.1825455904082,WHARTON SQUARE REC CENTER,F,N
36.0,18.0,23RD & REED STS,39.9348244848635,-75.1825455904082,WHARTON SQUARE REC CENTER,F,N
36.0,19.0,22ND & MC CLELLAN STS,39.9292914539029,-75.1820403188064,MC DANIEL SCHOOL,F,N
36.0,20.0,22ND & FEDERAL STS,39.9378629305213,-75.1801878614776,QUEEN MEMORIAL LIBRARY,F,L
36.0,21.0,23RD & REED STS,39.9348244848635,-75.1825455904082,WHARTON SQUARE REC CENTER,F,N
36.0,22.0,26TH & MOORE STS,39.9305840423444,-75.1886360509943,VARE RECREATION CENTER,F,L
36.0,23.0,2500 WHARTON ST,39.9359398919305,-75.1864333589069,CONSOLATION BAPTIST CHURCH,F,L
36.0,24.0,28TH & DICKINSON STS,39.9346518782308,-75.1909895545148,BARRETT NABUURS CENTER,A,N
36.0,25.0,28TH & DICKINSON STS,39.9346518782308,-75.1909895545148,BARRETT NABUURS CENTER,A,N
36.0,26.0,30TH & OAKFORD ST,39.9386124322884,-75.1933672358128,FINNEGAN RECREATION CENTER,F,N
36.0,27.0,28TH & DICKINSON STS,39.9346518782308,-75.1909895545148,BARRETT NABUURS CENTER,A,N
36.0,28.0,30TH & OAKFORD ST,39.9386124322884,-75.1933672358128,FINNEGAN REC CENTER,F,N
36.0,29.0,BROAD & MORRIS STS,39.9292573714005,-75.1686891830594,SOUTH PHILA BRANCH LIBRARY,F,N
36.0,30.0,3125 REED ST,39.9365858250028,-75.196218846321,KINGS FERRY SQUARE COMM ROOM,B,N
36.0,31.0,1401 S 16TH ST,39.9328998082472,-75.1708801171682,REED ST PRESBYTERIAN APTS,M,N
36.0,32.0,2707 FEDERAL ST,39.9391082156916,-75.1887291701709,OFFICE-HANNAH CONSTRUCTION,A,N
36.0,33.0,28TH & DICKINSON STS,39.9346518782308,-75.1909895545148,BARRETT NABUURS CENTER,A,N
36.0,34.0,1200 S BROAD ST,39.935538454466,-75.1678046687512,P.E.P. BUILDING,A,N
36.0,35.0,16TH & WHARTON STS,39.9345641235034,-75.1708301591094,BARRATT SCHOOL,M,N
36.0,36.0,16TH & WHARTON STS,39.9345641235034,-75.1708301591094,BARRATT SCHOOL,M,N
36.0,37.0,1401 S 16TH ST,39.9328998082472,-75.1708801171682,REED ST PRESBYTERIAN APTS,M,N
36.0,38.0,1600 REED ST,39.9333384688084,-75.1711095760804,REED ST PRESBYTERIAN APTS,M,N
36.0,39.0,19TH & ELLSWORTH STS,39.9378540043476,-75.1749515147582,CHEW RECREATION CENTER,R,L
36.0,40.0,16TH & WHARTON STS,39.9345641235034,-75.1708301591094,BARRATT SCHOOL,M,N
36.0,41.0,1401 S 16TH ST,39.9328998082472,-75.1708801171682,REED ST PRESBYTERIAN APTS,M,N
37.0,1.0,2265 N 10TH ST,39.9867970911944,-75.148786403976,EBENEZER BAPTIST CHURCH,F,N
37.0,2.0,2230 N 13TH ST,39.9869756968547,-75.1541277920821,DAUPHIN ARMS APTS,M,N
37.0,3.0,2411 N 11TH ST,39.9893321841933,-75.1492819807153,FAIRHILL APTS COMMUNITY CENTER,F,L
37.0,4.0,2230 N 13TH ST,39.9869756968547,-75.1541277920821,DAUPHIN ARMS APTS,M,N
37.0,5.0,2411 N 11TH ST,39.9893321841933,-75.1492819807153,FAIRHILL APTS COMMUNITY CENTER,F,L
37.0,6.0,2411 N 11TH ST,39.9893321841933,-75.1492819807153,FAIRHILL APTS COMMUNITY CENTER,F,L
37.0,7.0,2701 N 12TH ST,39.9936928995705,-75.150475366397,MORRIS CHAPEL BAPT CHURCH,M,N
37.0,8.0,2701 N 12TH ST,39.9936928995705,-75.150475366397,MORRIS CHAPEL BAPT CHURCH,M,N
37.0,9.0,12TH & CAMBRIA STS,39.9965383963348,-75.150141091367,12TH & CAMBRIA RECREATION CTR,F,L
37.0,10.0,12TH & CAMBRIA STS,39.9965383963348,-75.150141091367,12TH & CAMBRIA RECREATION CTR,F,L
37.0,11.0,12TH & RUSH STS,39.995570642883,-75.1503497031042,MASTERY CLYMER CHARTER SCHOOL,M,L
37.0,12.0,12TH & RUSH STS,39.995570642883,-75.1503497031042,MASTERY CLYMER CHARTER SCHOOL,M,L
37.0,13.0,2428 N FAIRHILL ST,39.988503654578,-75.1426621796473,EVANGELICAL TEMPLE WORSHIP CTR,R,N
37.0,14.0,8TH & CUMBERLAND STS,39.9896449382094,-75.1457887178183,HARTRANFT SCHOOL,M,L
37.0,15.0,2415 GERMANTOWN AVE,39.98895354335,-75.1463902127169,HARTRANFT COMM CENTER,M,N
37.0,16.0,6TH & INDIANA AVE,39.9969155436511,-75.1411674421061,POTTER THOMAS SCHOOL,M,L
37.0,17.0,924 W CAMBRIA ST,39.9960192168762,-75.1462277776798,ST MARKS OUTREACH BAPT CHURCH,M,N
37.0,18.0,924 W CAMBRIA ST,39.9960192168762,-75.1462277776798,ST MARKS OUTREACH BAPT CHURCH,M,N
37.0,19.0,6TH & INDIANA AVE,39.9969155436511,-75.1411674421061,POTTER THOMAS SCHOOL,M,L
37.0,20.0,6TH & INDIANA AVE,39.9969155436511,-75.1411674421061,POTTER THOMAS SCHOOL,M,L
37.0,21.0,3018-A N. PERCY ST,39.9978044955516,-75.1456123999041,COMMUNITY CENTER,M,N
38.0,1.0,3226  MC MICHAEL ST,40.0126478085256,-75.1780293143375,ABBOTTSFORD HOMES (PHA),F,L
38.0,2.0,26TH & ALLEGHENY AVE,40.0040882928754,-75.17228016558,DEVEREAUX MEMORIAL CHURCH,M,L
38.0,3.0,26TH & ALLEGHENY AVE,40.0040882928754,-75.17228016558,DEVEREAUX MEMORIAL CHURCH,M,L
38.0,4.0,26TH & ALLEGHENY AVE,40.0040882928754,-75.17228016558,DEVEREAUX MEMORIAL CHURCH,M,L
38.0,5.0,2331 W CLEARFIELD ST,40.002201396017,-75.1688725520952,CHRISTIAN FELLOWSHIP CENTER,M,N
38.0,6.0,27TH & CLEARFIELD STS,40.0027136506159,-75.1741736892383,SHULER REC CENTER,M,L
38.0,7.0,29TH & CLEARFIELD STS,40.0030980854964,-75.1772514229822,E W RHODES SCHOOL,M,L
38.0,8.0,29TH & CLEARFIELD STS,40.0030980854964,-75.1772514229822,E W RHODES SCHOOL,M,L
38.0,9.0,3416 W ALLEGHENY AVE,40.0055428815287,-75.1855051219944,CHURCH,M,N
38.0,10.0,3416 W ALLEGHENY AVE,40.0055428815287,-75.1855051219944,CHURCH,B,N
38.0,11.0,5450 WISSAHICKON AVE,40.0244633911817,-75.1810215983044,CHARTER COURT APTS,F,L
38.0,12.0,3501 MIDVALE AVE,40.0143144334938,-75.1925206191983,FALLS OF SCHUYLKILL LIBRARY,M,N
38.0,13.0,MIDVALE AVE & CONRAD ST,40.0142027620641,-75.1918749298083,MIFFLIN SCHOOL,B,L
38.0,14.0,MIDVALE AVE & CONRAD ST,40.0142027620641,-75.1918749298083,MIFFLIN SCHOOL,B,L
38.0,15.0,RIDGE & MIDVALE AVE,40.00890789773,-75.1939594674286,FIRE ENGINE CO # 35,R,L
38.0,16.0,MIDVALE AVE & CONRAD ST,40.0142027620641,-75.1918749298083,MIFFLIN SCHOOL,B,L
38.0,17.0,5450 WISSAHICKON AVE,40.0244633911817,-75.1810215983044,CHARTER COURT APARTMENTS,F,L
38.0,18.0,3501 MIDVALE AVE,40.0143144334938,-75.1925206191983,FALLS OF SCHUYLKILL LIBRARY,M,N
38.0,19.0,4349 RIDGE AVE,40.0104157493348,-75.1968853456056,FALLS RIDGE APTS COMM CTR,F,H
38.0,20.0,3501 MIDVALE AVE,40.0143144334938,-75.1925206191983,FALLS OF SCHUYLKILL LIBRARY,M,L
38.0,21.0,2331 W CLEARFIELD ST,40.002201396017,-75.1688725520952,CHRISTIAN FELLOWSHIP CENTER,M,N
39.0,1.0,8TH & WOLF STS,39.9206125252958,-75.160275196374,KEY SCHOOL,N,N
39.0,2.0,2604 S 04TH ST,39.9159607489131,-75.1548018992356,SEAFARERS UNION HALL,M,N
39.0,3.0,2455 S 03RD ST,39.9171356714663,-75.1523720838594,OFFICE,N,N
39.0,4.0,927 JOHNSTON ST,39.9150873428144,-75.1636882793332,MASTERY THOMAS CHARTER SCHOOL,B,N
39.0,5.0,3RD & MIFFLIN STS,39.9243062922007,-75.1501019582784,FURNESS SCHOOL,A,N
39.0,6.0,3RD & MIFFLIN STS,39.9243062922007,-75.1501019582784,FURNESS SCHOOL,A,N
39.0,7.0,2ND & SNYDER AVE,39.9218203933862,-75.1499179689399,WHITMAN BRANCH LIBRARY,M,N
39.0,8.0,300 SNYDER AVE,39.9218381301425,-75.1515574912473,SNYDER AVE CONGREGATION CHURCH,B,N
39.0,9.0,4TH & SNYDER STS,39.9222919413527,-75.1534558954458,FIRE ENGINE CO # 53,M,L
39.0,10.0,501 JACKSON ST,39.921504324699,-75.1558575520694,JACKSON PLACE,F,H
39.0,11.0,2604 S 04TH ST,39.9159607489131,-75.1548018992356,SEAFARERS UNION HALL,M,N
39.0,12.0,927 JOHNSTON ST,39.9150873428144,-75.1636882793332,MASTERY THOMAS CHARTER SCHOOL,B,N
39.0,13.0,4TH & SHUNK STS,39.9160536260481,-75.1547633604627,MURPHY RECREATION CENTER,N,N
39.0,14.0,3301 S 20TH ST           	,,,CALVARY TEMPLE ACADEMY		M L,,
39.0,15.0,2150 S 03RD ST,39.9210336750153,-75.1518093822094,IBEW LOCAL UNION HALL,M,N
39.0,16.0,2604 S 04TH ST,39.9159607489131,-75.1548018992356,SEAFARERS UNION HALL,M,N
39.0,17.0,4TH & PORTER STS,39.9173012001978,-75.1545019645128,TAGGART SCHOOL,M,N
39.0,18.0,828 RITNER ST,39.9193195630109,-75.1615049539271,STOREFRONT,N,N
39.0,19.0,501 JACKSON ST,39.921504324699,-75.1558575520694,JACKSON PLACE,F,H
39.0,20.0,2150 S 03RD ST,39.9210336750153,-75.1518093822094,IBEW LOCAL UNION HALL,M,N
39.0,21.0,2349-51 S FRONT ST,39.9180160723499,-75.148928747253,ANTHONYS RESTAURANT,N,N
39.0,22.0,4TH & PORTER STS,39.9173012001978,-75.1545019645128,TAGGART SCHOOL,M,N
39.0,23.0,2302 S 7TH ST,39.920272509061,-75.1589505533378,STORE,B,N
39.0,24.0,4TH & SHUNK STS,39.9160536260481,-75.1547633604627,MURPHY RECREATION CENTER,N,N
39.0,25.0,13TH & SHUNK STS,39.9178771607506,-75.1689459325384,FIRE ENGINE CO # 49,M,L
39.0,26.0,1025-33 MIFFLIN ST,39.9263008689708,-75.1635826447007,TOLENTINE COMMUNITY CENTER,F,N
39.0,27.0,1025-33 MIFFLIN ST,39.9263008689708,-75.1635826447007,TOLENTINE COMMUNITY CENTER,F,N
39.0,28.0,6TH & SNYDER AVE,39.9226896011199,-75.1566276525568,FORD RECREATION CENTER,F,N
39.0,29.0,2812 S 09TH ST,39.9142738655519,-75.1636550253761,J P CATERERS,M,N
39.0,30.0,1937 E PASSYUNK AVE,39.9256191913952,-75.1684311770199,STOREFRONT,B,N
39.0,31.0,13TH & PORTER STS,39.9191248428385,-75.1686692600249,JENKS SCHOOL,N,N
39.0,32.0,1025-33 MIFFLIN ST,39.9263008689708,-75.1635826447007,TOLENTINE COMMUNITY CENTER,F,N
39.0,33.0,2601 S 11TH ST,39.9173527593647,-75.1656243410657,DAYCARE,N,N
39.0,34.0,1030 SNYDER AVE,39.9233589419065,-75.1637980230664,MAGIC AUTO DETAILING,R,N
39.0,35.0,BROAD & SNYDER AVE,39.9244104420473,-75.1697456320434,SOUTH PHILA HIGH SCHOOL,M,H
39.0,36.0,12TH & BIGLER STS,39.9137566284254,-75.1680574946689,SOUTHERN FIELD HOUSE,N,N
39.0,37.0,BROAD & SNYDER AVE,39.9244104420473,-75.1697456320434,SOUTH PHILA HIGH SCHOOL,M,H
39.0,38.0,8TH & WOLF STS,39.9206125252958,-75.160275196374,KEY SCHOOL,N,N
39.0,39.0,13TH & SHUNK STS,39.9178771607506,-75.1689459325384,FIRE ENGINE CO # 49,M,L
39.0,40.0,8TH & WOLF STS,39.9206125252958,-75.160275196374,KEY SCHOOL,N,N
39.0,41.0,2810 S 09TH ST,39.9141327586302,-75.1638601177443,J P CATERERS,M,N
39.0,42.0,13TH & PORTER STS,39.9191248428385,-75.1686692600249,JENKS SCHOOL TRAILER,M,N
39.0,43.0,13TH & PORTER STS,39.9191248428385,-75.1686692600249,JENKS SCHOOL,N,N
39.0,44.0,2812 S 09TH ST,39.9142738655519,-75.1636550253761,J P CATERERS,M,N
39.0,45.0,1815 S 11TH ST,39.9268748475173,-75.1634609259048,SO PHILA VIKINGS CLUBHOUSE,B,N
39.0,46.0,BROAD & TASKER STS,39.9304666743663,-75.1684231255961,P G W BUILDING,B,N
40.0,1.0,6250 EASTWICK AVE,39.9202052927123,-75.2220051447546,ROBERT BRADY VETERANS CENTER,M,N
40.0,2.0,58TH & KINGSESSING AVE,39.9346625610584,-75.2272522951339,FRANCIS MYERS REC CENTER,A,L
40.0,3.0,5701 GRAYS AVE,39.9309825542122,-75.2215507910803,EZEKIEL BAPTIST CHURCH,A,L
40.0,4.0,5404 GIBSON DRIVE,39.9323627366834,-75.2158817874108,BARTRAM VILLAGE OFFICE,F,L
40.0,5.0,2000 S 58TH ST,39.9336031568069,-75.2273180368309,PRESBYTERIAN APARTMENTS,B,L
40.0,6.0,63RD & ELMWOOD AVE,39.9240367406348,-75.2277250599895,MORTON SCHOOL,R,L
40.0,7.0,58TH & KINGSESSING AVE,39.9346625610584,-75.2272522951339,FRANCIS MYERS REC CENTER,A,L
40.0,8.0,58TH & KINGSESSING AVE,39.9346625610584,-75.2272522951339,FRANCIS MYERS REC CENTER,A,L
40.0,9.0,58TH & KINGSESSING AVE,39.9346625610584,-75.2272522951339,FRANCIS MYERS REC CENTER,A,L
40.0,10.0,64TH & PASCHALL AVE,39.92543516331,-75.2318776732243,ROCHE POST AMERICAN LEGION,A,N
40.0,11.0,6900 GREENWAY AVE,39.9220461698696,-75.2416786086157,CATHARINE SCHOOL ANNEX,M,L
40.0,12.0,63RD & ELMWOOD AVE,39.9240367406348,-75.2277250599895,MORTON SCHOOL,R,L
40.0,13.0,63RD & ELMWOOD AVE,39.9240367406348,-75.2277250599895,MORTON SCHOOL,R,L
40.0,14.0,63RD & ELMWOOD AVE,39.9240367406348,-75.2277250599895,MORTON SCHOOL,R,L
